playerID,year,tmID,Team_Weighted_Avg_Per_Minute_Previous_Year,Num_Players_Previous_Year
schumke01w,2,IND,0.2356862535521585,13
mccrani01w,2,WAS,0.2777433315849249,14
smithka01w,2,MIN,0.305028432039828,12
johnsja01w,2,ORL,0.2691378815162276,12
darlihe01w,2,CLE,0.24252890748123246,15
campbed01w,2,SAC,0.32492841234249925,13
farriba01w,2,DET,0.2538947671566912,12
dickeke01w,2,UTA,0.30845811690980796,12
mcgheca01w,2,ORL,0.2691378815162276,12
vealkr01w,2,PHO,0.300719414094783,18
rizzoje01w,2,CLE,0.24252890748123246,15
stepama01w,2,PHO,0.300719414094783,18
mcculda01w,2,IND,0.2356862535521585,13
santoke01w,2,DET,0.2538947671566912,12
johnssh01w,2,ORL,0.2691378815162276,12
wautean01w,2,CLE,0.24252890748123246,15
melvich01w,2,CLE,0.24252890748123246,15
thompti01w,2,HOU,0.27983107729305845,11
spornra01w,2,DET,0.2538947671566912,12
barnequ01w,2,SEA,0.15213228344172225,13
saureau01w,2,WAS,0.2777433315849249,14
cantydo01w,2,DET,0.2538947671566912,12
marcimi01w,2,SEA,0.15213228344172225,13
pavlimi01w,2,UTA,0.30845811690980796,12
rileyru01w,2,MIA,0.18960360657909547,12
hillec01w,2,PHO,0.300719414094783,18
feastal01w,2,CHA,0.25626444944260485,12
wynneda01w,2,SAC,0.32492841234249925,13
korstil01w,2,PHO,0.300719414094783,18
dossaci01w,2,ORL,0.2691378815162276,12
clearmi01w,2,PHO,0.300719414094783,18
whitmta01w,2,NYL,0.23829044627513463,15
dixonta01w,2,LAS,0.3160263964565877,11
luzhe01w,2,WAS,0.2777433315849249,14
jacksla01w,2,SEA,0.15213228344172225,13
jonesme01w,2,CLE,0.24252890748123246,15
hicksje01w,2,ORL,0.2691378815162276,12
edwarto01w,2,CHA,0.25626444944260485,12
edwarto01w,2,PHO,0.300719414094783,18
willina01w,2,UTA,0.30845811690980796,12
stedika01w,2,SEA,0.15213228344172225,13
nygaava01w,2,POR,0.2299639865630816,13
powelel01w,2,ORL,0.2691378815162276,12
blodgci01w,2,SAC,0.32492841234249925,13
pridely01w,2,MIN,0.305028432039828,12
martima01w,2,MIN,0.305028432039828,12
boltoru01w,2,SAC,0.32492841234249925,13
randase01w,2,SEA,0.15213228344172225,13
clinest01w,2,SAC,0.32492841234249925,13
wolteka01w,2,SAC,0.32492841234249925,13
griffyo01w,2,SAC,0.32492841234249925,13
amachma01w,2,NYL,0.23829044627513463,15
hendene01w,2,HOU,0.27983107729305845,11
santoal01w,2,SEA,0.15213228344172225,13
harrili01w,2,PHO,0.300719414094783,18
frettla01w,2,SAC,0.32492841234249925,13
andrame01w,2,CLE,0.24252890748123246,15
streiju01w,2,IND,0.2356862535521585,13
shakiel01w,2,HOU,0.27983107729305845,11
timmsmi01w,2,PHO,0.300719414094783,18
badertr01w,2,CLE,0.24252890748123246,15
enissh01w,2,CHA,0.25626444944260485,12
burgean01w,2,WAS,0.2777433315849249,14
walsema01w,2,SAC,0.32492841234249925,13
johnspo01w,2,CLE,0.24252890748123246,15
barnead01w,2,CLE,0.24252890748123246,15
jacksta02w,2,POR,0.2299639865630816,13
goodsad01w,2,UTA,0.30845811690980796,12
kingija01w,2,DET,0.2538947671566912,12
hallvi01w,2,CLE,0.24252890748123246,15
hallvi01w,2,IND,0.2356862535521585,13
smithch03w,2,SEA,0.15213228344172225,13
stafftr01w,2,HOU,0.27983107729305845,11
williad01w,2,PHO,0.300719414094783,18
brownru01w,2,CLE,0.24252890748123246,15
coopeca01w,2,NYL,0.23829044627513463,15
lovelst01w,2,SEA,0.15213228344172225,13
stiresh01w,2,MIN,0.305028432039828,12
johnsti01w,2,HOU,0.27983107729305845,11
mapprh01w,2,LAS,0.3160263964565877,11
thomast01w,2,POR,0.2299639865630816,13
phillta01w,2,NYL,0.23829044627513463,15
penicti01w,2,SAC,0.32492841234249925,13
milleke01w,2,CHA,0.25626444944260485,12
burraal01w,2,POR,0.2299639865630816,13
vodicka01w,2,SEA,0.15213228344172225,13
salesny01w,2,ORL,0.2691378815162276,12
beviltu01w,2,POR,0.2299639865630816,13
lazicka01w,2,NYL,0.23829044627513463,15
thompal01w,2,IND,0.2356862535521585,13
iveyni01w,2,IND,0.2356862535521585,13
daleygr01w,2,NYL,0.23829044627513463,15
moweje01w,2,POR,0.2299639865630816,13
youngca01w,2,POR,0.2299639865630816,13
dydekma01w,2,UTA,0.30845811690980796,12
wolvean01w,2,CLE,0.24252890748123246,15
johnsvi01w,2,NYL,0.23829044627513463,15
walkede01w,2,POR,0.2299639865630816,13
vangomi01w,2,MIN,0.305028432039828,12
starbka01w,2,UTA,0.30845811690980796,12
henniso01w,2,SEA,0.15213228344172225,13
pagemu01w,2,WAS,0.2777433315849249,14
folklkr01w,2,POR,0.2299639865630816,13
torrele01w,2,MIA,0.18960360657909547,12
lassiam01w,2,HOU,0.27983107729305845,11
brumfma01w,2,MIA,0.18960360657909547,12
samsh01w,2,MIA,0.18960360657909547,12
luckepa01w,2,PHO,0.300719414094783,18
erbsu01w,2,CHA,0.25626444944260485,12
ndiayas01w,2,DET,0.2538947671566912,12
washico01w,2,HOU,0.27983107729305845,11
reidtr01w,2,MIA,0.18960360657909547,12
sauerpa01w,2,CLE,0.24252890748123246,15
edwarsi01w,2,SEA,0.15213228344172225,13
azzije01w,2,UTA,0.30845811690980796,12
mccaiti01w,2,ORL,0.2691378815162276,12
whittje01w,2,WAS,0.2777433315849249,14
nolande01w,2,DET,0.2538947671566912,12
miltode01w,2,LAS,0.3160263964565877,11
alhalta01w,2,ORL,0.2691378815162276,12
saundja01w,2,PHO,0.300719414094783,18
moisead01w,2,PHO,0.300719414094783,18
hollake01w,2,SAC,0.32492841234249925,13
scottol01w,2,IND,0.2356862535521585,13
reddja01w,2,SEA,0.15213228344172225,13
malcona01w,2,IND,0.2356862535521585,13
stinsan01w,2,CHA,0.25626444944260485,12
colleka01w,2,MIA,0.18960360657909547,12
bristre01w,2,CHA,0.25626444944260485,12
nagyan01w,2,NYL,0.23829044627513463,15
williwe01w,2,LAS,0.3160263964565877,11
herriam01w,2,UTA,0.30845811690980796,12
levanni01w,2,LAS,0.3160263964565877,11
gilloje01w,2,PHO,0.300719414094783,18
browned01w,2,DET,0.2538947671566912,12
mcwilta01w,2,ORL,0.2691378815162276,12
lennobe01w,2,MIN,0.305028432039828,12
fordki01w,2,MIA,0.18960360657909547,12
bauerca01w,2,WAS,0.2777433315849249,14
smithch02w,2,CHA,0.25626444944260485,12
lobore01w,2,NYL,0.23829044627513463,15
boydca01w,2,DET,0.2538947671566912,12
grginve01w,2,LAS,0.3160263964565877,11
grubigo01w,2,IND,0.2356862535521585,13
crawlsy01w,2,POR,0.2299639865630816,13
wyckobr01w,2,ORL,0.2691378815162276,12
brazian01w,2,IND,0.2356862535521585,13
whitiva01w,2,MIN,0.305028432039828,12
fallotr01w,2,PHO,0.300719414094783,18
payeka01w,2,MIN,0.305028432039828,12
nemcoev01w,2,CLE,0.24252890748123246,15
washito01w,2,WAS,0.2777433315849249,14
baranel01w,2,MIA,0.18960360657909547,12
williri01w,2,IND,0.2356862535521585,13
hledeko01w,2,UTA,0.30845811690980796,12
robincr01w,2,NYL,0.23829044627513463,15
askamma01w,2,MIA,0.18960360657909547,12
abrossv01w,2,MIN,0.305028432039828,12
fordst01w,2,NYL,0.23829044627513463,15
machacl01w,2,CHA,0.25626444944260485,12
lewisty01w,2,HOU,0.27983107729305845,11
barksla01w,2,POR,0.2299639865630816,13
holdsch01w,2,WAS,0.2777433315849249,14
burseja01w,2,MIN,0.305028432039828,12
weathte01w,2,NYL,0.23829044627513463,15
johnsla01w,2,UTA,0.30845811690980796,12
staleda01w,2,CHA,0.25626444944260485,12
jacksta01w,2,HOU,0.27983107729305845,11
rasmukr01w,2,MIA,0.18960360657909547,12
nevescl01w,2,DET,0.2538947671566912,12
groomla01w,2,SAC,0.32492841234249925,13
brondsa01w,2,MIA,0.18960360657909547,12
mccarst01w,2,IND,0.2356862535521585,13
harrokr01w,2,MIN,0.305028432039828,12
mabikmw01w,2,LAS,0.3160263964565877,11
gibsoke01w,2,HOU,0.27983107729305845,11
douglka01w,2,ORL,0.2691378815162276,12
maxwemo01w,2,IND,0.2356862535521585,13
millsta01w,2,WAS,0.2777433315849249,14
milleco01w,2,WAS,0.2777433315849249,14
mccrini01w,2,LAS,0.3160263964565877,11
leslili01w,2,LAS,0.3160263964565877,11
hammobe01w,2,NYL,0.23829044627513463,15
blackde01w,2,MIA,0.18960360657909547,12
figgsuk01w,2,LAS,0.3160263964565877,11
suttota01w,2,CHA,0.25626444944260485,12
wickssu01w,2,NYL,0.23829044627513463,15
stockta01w,2,WAS,0.2777433315849249,14
edwarmi01w,2,SEA,0.15213228344172225,13
aldrima01w,2,WAS,0.2777433315849249,14
anderke01w,2,CHA,0.25626444944260485,12
palmewe01w,2,DET,0.2538947671566912,12
tuvicsl01w,2,PHO,0.300719414094783,18
consuca01w,2,UTA,0.30845811690980796,12
taylope01w,2,CLE,0.24252890748123246,15
radunha01w,2,NYL,0.23829044627513463,15
witheso01w,2,POR,0.2299639865630816,13
stileja01w,2,POR,0.2299639865630816,13
arcaija01w,2,HOU,0.27983107729305845,11
byearla01w,2,LAS,0.3160263964565877,11
pettibr01w,2,PHO,0.300719414094783,18
ferdima01w,2,UTA,0.30845811690980796,12
schwege01w,2,MIN,0.305028432039828,12
smithta01w,2,SAC,0.32492841234249925,13
reedbr01w,2,PHO,0.300719414094783,18
torniel01w,2,DET,0.2538947671566912,12
kubikni01w,2,PHO,0.300719414094783,18
bullevi01w,2,WAS,0.2777433315849249,14
ngoyibe01w,3,NYL,0.2627809059195088,11
frohlli01w,3,NYL,0.2627809059195088,11
ambermo01w,3,SAC,0.29682738616744714,14
cunnida01w,3,ORL,0.254388582308247,14
chriska01w,3,PHO,0.18826793422780258,15
garcibe01w,3,DET,0.2125962152363852,15
caufila01w,3,UTA,0.2581174888309617,13
mccaibr01w,3,CLE,0.25660848443486844,13
mooreja01w,3,IND,0.22429154140917268,13
castriz01w,3,MIA,0.21949655493500472,15
walkeay01w,3,DET,0.2125962152363852,15
brownki01w,3,WAS,0.22470127588986408,14
catchta01w,3,IND,0.22429154140917268,13
klimezu01w,3,IND,0.22429154140917268,13
yamasli01w,3,MIA,0.21949655493500472,15
dalesst01w,3,WAS,0.22470127588986408,14
mooreta01w,3,MIA,0.21949655493500472,15
mooreta01w,3,MIN,0.2719669184420424,12
teaslni01w,3,LAS,0.30753265125523155,13
gortmsh01w,3,MIN,0.2719669184420424,12
snowmi01w,3,HOU,0.25408744750296625,14
birdsu01w,3,SEA,0.2167042236693851,15
johnsad01w,3,ORL,0.254388582308247,14
crockda01w,3,UTA,0.2581174888309617,13
swoopsh01w,3,HOU,0.25408744750296625,14
hendetr01w,3,CLE,0.25660848443486844,13
mahonsh01w,3,PHO,0.18826793422780258,15
chapmji01w,3,DET,0.2125962152363852,15
willile02w,3,DET,0.2125962152363852,15
aguilel01w,3,UTA,0.2581174888309617,13
lewista01w,3,SEA,0.2167042236693851,15
bonfisu01w,3,PHO,0.18826793422780258,15
hallam01w,3,POR,0.22655872730900306,13
berthlu01w,3,CLE,0.25660848443486844,13
owenssh01w,3,CHA,0.234756934781896,13
desouer01w,3,LAS,0.30753265125523155,13
gardnan01w,3,UTA,0.2581174888309617,13
maigaha01w,3,SAC,0.29682738616744714,14
lambesh01w,3,CHA,0.234756934781896,13
gaithka01w,3,LAS,0.30753265125523155,13
gaithka01w,3,WAS,0.22470127588986408,14
moosca01w,3,MIA,0.21949655493500472,15
cashsw01w,3,DET,0.2125962152363852,15
zakalok01w,3,DET,0.2125962152363852,15
zakalok01w,3,PHO,0.18826793422780258,15
jonesas01w,3,WAS,0.22470127588986408,14
raglafe01w,3,SEA,0.2167042236693851,15
jacksde01w,3,CLE,0.25660848443486844,13
azizle01w,4,IND,0.2984714476507822,13
pennjo01w,4,WAS,0.26456002886532215,14
edwarte01w,4,MIN,0.22680218266088767,11
pierspl01w,4,PHO,0.21154613742073122,21
umoh-it01w,4,HOU,0.2798602715626142,12
mckivte01w,4,CHA,0.2770819950471032,11
colemco01w,4,CON,0.2647523544865852,11
jacksgw01w,4,SAS,0.2799548142906362,11
coopecy01w,4,HOU,0.2798602715626142,12
sun-mju01w,4,SEA,0.27114715617027285,14
adamsjo01w,4,MIN,0.22680218266088767,11
ujhelpe01w,4,DET,0.22248674323975545,13
yilmane01w,4,PHO,0.21154613742073122,21
brownco01w,4,IND,0.2984714476507822,13
johnsch01w,4,LAS,0.29988575294697356,15
willish01w,4,LAS,0.29988575294697356,15
zirkozu01w,4,WAS,0.26456002886532215,14
ivanyda01w,4,PHO,0.21154613742073122,21
smithai01w,4,WAS,0.26456002886532215,14
donapbe01w,4,NYL,0.2559880308373193,12
thorner01w,4,NYL,0.2559880308373193,12
curryed01w,4,PHO,0.21154613742073122,21
blueoc01w,4,HOU,0.2798602715626142,12
udokamf01w,4,HOU,0.2798602715626142,12
sanfona01w,4,WAS,0.26456002886532215,14
anderch01w,4,SAC,0.27426844613906204,11
malloso01w,4,PHO,0.21154613742073122,21
sharpkb01w,4,NYL,0.2559880308373193,12
fordch01w,4,DET,0.22248674323975545,13
lawsoka01w,4,SAC,0.27426844613906204,11
slavtge01w,4,PHO,0.21154613742073122,21
dillata01w,4,SAS,0.2799548142906362,11
deforan01w,4,PHO,0.21154613742073122,21
thomala01w,4,CLE,0.2363953985736738,11
bibrzag01w,5,SAS,0.26261342680277755,15
thomach01w,5,LAS,0.2813709943039759,13
stephst01w,5,DET,0.2750820146607303,15
stevema01w,5,SAS,0.26261342680277755,15
brunsre01w,5,SAC,0.26534429842642326,12
mazzake01w,5,CHA,0.2352135054744919,14
mendigi01w,5,SAC,0.26534429842642326,12
robinas01w,5,PHO,0.23364318847860618,14
beardal01w,5,WAS,0.28286915437469334,12
perkiji01w,5,CHA,0.2352135054744919,14
jonesch01w,5,DET,0.2750820146607303,15
ohldeni01w,5,MIN,0.24897827440801418,12
sanchis01w,5,DET,0.2750820146607303,15
choneka01w,5,WAS,0.28286915437469334,12
buttsta01w,5,MIN,0.24897827440801418,12
willito01w,5,SAS,0.26261342680277755,15
macchla01w,5,LAS,0.2813709943039759,13
hodgedo01w,5,LAS,0.2813709943039759,13
tayloli01w,5,PHO,0.23364318847860618,14
whitede01w,5,NYL,0.27122048990781833,12
chrissh01w,5,NYL,0.27122048990781833,12
friertr01w,5,SEA,0.33571754532593645,12
futreca01w,5,CON,0.27964794343865185,11
tilliic01w,5,DET,0.2750820146607303,15
whaleli01w,5,CON,0.27964794343865185,11
derevje01w,5,CON,0.27964794343865185,11
grecomi01w,5,SEA,0.33571754532593645,12
carteam01w,5,DET,0.2750820146607303,15
bjorkte01w,5,CHA,0.2352135054744919,14
willile01w,5,CON,0.27964794343865185,11
hoffmeb01w,5,IND,0.3028665229632437,12
tauradi01w,5,PHO,0.23364318847860618,14
haydeva01w,5,MIN,0.24897827440801418,12
slauggw01w,5,MIN,0.24897827440801418,12
jacobam01w,5,MIN,0.24897827440801418,12
powelni01w,5,CHA,0.2352135054744919,14
brungje01w,5,CON,0.27964794343865185,11
wrighsh01w,5,PHO,0.23364318847860618,14
cokermo01w,5,LAS,0.2813709943039759,13
mascira01w,5,LAS,0.2813709943039759,13
mooreje01w,6,CHA,0.22657375892067583,16
mooreje01w,6,LAS,0.3134916793707488,14
bennije01w,6,IND,0.2817605106436942,12
matteca01w,6,CHA,0.22657375892067583,16
vodopna01w,6,SEA,0.3386725341043474,13
zarafr01w,6,SEA,0.3386725341043474,13
koehnla01w,6,WAS,0.22017973496704693,13
martinu01w,6,MIN,0.250339784427679,15
kraayca01w,6,NYL,0.2462381516544893,15
wrighta01w,6,SEA,0.3386725341043474,13
johnste01w,6,WAS,0.22017973496704693,13
moorelo01w,6,NYL,0.2462381516544893,15
smithje01w,6,NYL,0.2462381516544893,15
whiteta01w,6,IND,0.2817605106436942,12
lyttlsa01w,6,HOU,0.2486391011875923,14
willian01w,6,PHO,0.27521355462065444,15
kingbsu01w,6,MIN,0.250339784427679,15
paigeyo01w,6,IND,0.2817605106436942,12
snellbe01w,6,PHO,0.27521355462065444,15
batteja01w,6,MIN,0.250339784427679,15
summela01w,6,CON,0.26641646146500236,12
haynikr01w,6,SAC,0.2938934604665512,12
batkosu01w,6,SEA,0.3386725341043474,13
mccarja01w,6,CHA,0.22657375892067583,16
miaomi01w,6,SAC,0.2938934604665512,12
nieuwma01w,6,LAS,0.3134916793707488,14
hodgero01w,6,HOU,0.2486391011875923,14
weckeke01w,6,SAS,0.24409404213842134,12
feifesu01w,6,SAC,0.2938934604665512,12
careyja01w,6,CON,0.26641646146500236,12
braxtka01w,6,DET,0.2727808410811597,15
newtoch01w,6,SAC,0.2938934604665512,12
lawsoed01w,6,HOU,0.2486391011875923,14
lawsoed01w,6,NYL,0.2462381516544893,15
elysh01w,6,SAS,0.24409404213842134,12
irvinsa01w,6,PHO,0.27521355462065444,15
battlas01w,6,SEA,0.3386725341043474,13
mannkr01w,6,MIN,0.250339784427679,15
leuchye01w,7,CHA,0.1973037839662205,12
strotan01w,7,PHO,0.2829391074122136,16
kostaan01w,7,HOU,0.28007140537393904,13
queenbr01w,7,CON,0.3150299621682888,14
vilipda01w,7,LAS,0.2821654338272771,14
wilkibr01w,7,SAC,0.28554124479659143,10
gomisem01w,7,NYL,0.2432587616535269,14
terryka01w,7,IND,0.25474626278407925,12
moeggli01w,7,CHI,0.1859742708185875,15
flukety01w,7,CHA,0.1973037839662205,12
youngso01w,7,SAS,0.20526423819853404,10
bondla01w,7,CHA,0.1973037839662205,12
willili01w,7,LAS,0.2821654338272771,14
philler01w,7,CON,0.3150299621682888,14
blueni01w,7,WAS,0.23151545416883018,12
mahonme01w,7,CON,0.3150299621682888,14
anderam01w,7,CON,0.3150299621682888,14
anderam01w,7,NYL,0.2432587616535269,14
pondeca01w,7,PHO,0.2829391074122136,16
ndongem01w,7,LAS,0.2821654338272771,14
bakersh01w,7,NYL,0.2432587616535269,14
cronika01w,7,CHI,0.1859742708185875,15
osipoir01w,7,DET,0.22114030964742581,13
dupreca01w,7,CHI,0.1859742708185875,15
greenci01w,7,SEA,0.2957067670215526,14
currimo01w,7,CHA,0.1973037839662205,12
davisbr01w,7,LAS,0.2821654338272771,14
atkinla01w,7,IND,0.25474626278407925,12
augusse01w,7,MIN,0.23207122463355406,11
stansti01w,7,LAS,0.2821654338272771,14
ngarsch01w,7,NYL,0.2432587616535269,14
thorbsh01w,7,MIN,0.23207122463355406,11
turneba01w,7,SEA,0.2957067670215526,14
lacyje01w,7,PHO,0.2829391074122136,16
paliesa01w,7,DET,0.22114030964742581,13
smithki01w,7,SAC,0.28554124479659143,10
jamesta01w,7,WAS,0.23151545416883018,12
smithcr01w,7,PHO,0.2829391074122136,16
duffyme01w,7,MIN,0.23207122463355406,11
teilaza01w,7,WAS,0.23151545416883018,12
murphsh01w,8,MIN,0.275581796841575,12
granter01w,8,HOU,0.2824736243786604,15
raymost01w,8,CHI,0.27752190360433676,14
quinnno01w,8,MIN,0.275581796841575,12
spencsi01w,8,LAS,0.2795993420768329,15
balesal01w,8,IND,0.2957964570929826,12
goringi01w,8,WAS,0.3044671358220114,15
fernama01w,8,LAS,0.2795993420768329,15
gearlka01w,8,SEA,0.35945350420206446,14
doronsh01w,8,NYL,0.22372680550053145,14
sandeam01w,8,DET,0.2918215840648286,14
davenje01w,8,NYL,0.22372680550053145,14
shielas01w,8,HOU,0.2824736243786604,15
littlca01w,8,SAS,0.2591560089591648,10
hairska01w,8,CON,0.32378765704632084,13
mosbybe01w,8,WAS,0.3044671358220114,15
moorena01w,8,MIN,0.275581796841575,12
davisde01w,8,HOU,0.2824736243786604,15
hardili01w,8,MIN,0.275581796841575,12
smithty01w,8,DET,0.2918215840648286,14
jacksti02w,8,NYL,0.22372680550053145,14
lattaiv01w,8,DET,0.2918215840648286,14
bowenli01w,8,NYL,0.22372680550053145,14
joensca01w,8,CHI,0.27752190360433676,14
thomaca01w,8,CHI,0.27752190360433676,14
pricear01w,8,CHI,0.27752190360433676,14
weberma01w,8,NYL,0.22372680550053145,14
chambco01w,8,CON,0.32378765704632084,13
coggicl01w,8,CHI,0.27752190360433676,14
maltsev01w,8,CON,0.32378765704632084,13
pageda01w,9,CON,0.3086573667081769,13
quiglal01w,9,PHO,0.3328485686949374,14
fowlesy01w,9,CHI,0.29268308494050665,13
gisseka01w,9,LAS,0.23515001304666314,15
rushle01w,9,CHI,0.29268308494050665,13
wiggica01w,9,MIN,0.31095873298761023,15
whittkh01w,9,IND,0.32066544508281336,15
ajavoma01w,9,HOU,0.28159074611160534,14
youngta01w,9,ATL,0.258895319481254,14
anderjo01w,9,CON,0.3086573667081769,13
parkeca01w,9,LAS,0.23515001304666314,15
sanniol01w,9,DET,0.2893767436066188,19
liebena01w,9,DET,0.2893767436066188,19
smithwa01w,9,DET,0.2893767436066188,19
harpela01w,9,SAC,0.2878855546802886,13
bobbish01w,9,LAS,0.23515001304666314,15
holtam01w,9,CON,0.3086573667081769,13
