confID,Year,Spearman,KendallTau,MAE,RMSE,Top1_Accuracy,Top3_Accuracy
EA,6.0,0.7915343915343915,0.6814814814814815,1.1592070196128619,1.3413527661484683,0.6666666666666666,0.7777777777777778
WE,6.0,0.8203703703703705,0.7052910052910053,1.1786899094633103,1.4252625246826691,0.5555555555555556,0.8148148148148148
