playerID,year,team,minutes,games_played,total_points,total_rebounds,total_assists,points_per_min,assists_per_min,rebounds_per_min,steals_per_min,blocks_per_min,turnovers_per_min,FG%,FT%,Three%,Three Rate,team_wins,team_losses,conference_rank,playoff_made,confID,MVP_winner
martima01w,2,MIN,494,31,95,86,19,0.1923076923076923,0.0384615384615384,0.1740890688259109,0.034412955465587,0.0303643724696356,0.0748987854251012,0.3398058252427184,0.6129032258064516,0.3333333333333333,0.174757281553398,12,20,6,0,1,0
martinu01w,6,MIN,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,20,6,0,1,0
mascira01w,5,LAS,116,17,28,5,8,0.2413793103448276,0.0689655172413793,0.043103448275862,0.0086206896551724,0.0,0.043103448275862,0.4,0.4,0.3636363636363636,0.44,25,9,1,1,1,0
mascira01w,6,LAS,463,33,122,47,23,0.2634989200863931,0.0496760259179265,0.101511879049676,0.0323974082073434,0.0021598272138228,0.0453563714902807,0.4230769230769231,0.75,0.4130434782608695,0.4423076923076923,17,17,4,1,1,0
mascira01w,9,LAS,412,29,126,40,16,0.3058252427184466,0.0388349514563106,0.0970873786407767,0.0194174757281553,0.0024271844660194,0.0388349514563106,0.3481481481481481,0.8,0.2352941176470588,0.5037037037037037,20,14,3,1,1,0
matteca01w,6,CHA,56,10,9,3,6,0.1607142857142857,0.1071428571428571,0.0535714285714285,0.0178571428571428,0.0,0.0357142857142857,0.2307692307692307,1.0,0.1428571428571428,0.5384615384615384,6,28,6,0,0,0
maxwemo01w,1,IND,1029,32,332,160,63,0.3226433430515063,0.0612244897959183,0.1554907677356657,0.0476190476190476,0.0155490767735665,0.0621963070942662,0.3859649122807017,0.8620689655172413,0.3974358974358974,0.5473684210526316,9,23,7,0,0,0
maxwemo01w,2,IND,238,15,47,38,14,0.1974789915966386,0.0588235294117647,0.1596638655462184,0.0210084033613445,0.0126050420168067,0.0924369747899159,0.3018867924528302,0.6666666666666666,0.2258064516129032,0.5849056603773585,10,22,6,0,0,0
maxwemo01w,3,IND,170,18,35,31,7,0.2058823529411764,0.0411764705882352,0.1823529411764705,0.0411764705882352,0.0235294117647058,0.0352941176470588,0.2978723404255319,1.0,0.2941176470588235,0.3617021276595745,16,16,4,1,0,0
mazzake01w,5,CHA,339,34,79,33,9,0.2330383480825958,0.0265486725663716,0.0973451327433628,0.0206489675516224,0.0058997050147492,0.0589970501474926,0.3369565217391304,0.6666666666666666,0.25,0.5652173913043478,16,18,5,0,0,0
mazzake01w,6,CHA,226,27,64,31,7,0.2831858407079646,0.0309734513274336,0.1371681415929203,0.0398230088495575,0.0,0.0309734513274336,0.2916666666666667,0.8,0.3043478260869565,0.6388888888888888,6,28,6,0,0,0
mazzake01w,7,CHA,725,34,302,99,64,0.416551724137931,0.0882758620689655,0.136551724137931,0.0648275862068965,0.0082758620689655,0.0662068965517241,0.3790613718411552,0.8484848484848485,0.3832335329341317,0.6028880866425993,11,23,6,0,0,0
mazzake01w,8,PHO,488,34,182,56,38,0.3729508196721312,0.0778688524590164,0.1147540983606557,0.0532786885245901,0.0040983606557377,0.040983606557377,0.3878787878787879,1.0,0.3421052631578947,0.6909090909090909,23,11,1,1,1,0
mazzake01w,9,PHO,641,34,197,66,38,0.3073322932917317,0.0592823712948517,0.1029641185647426,0.0374414976599064,0.0031201248049922,0.0280811232449297,0.3317073170731707,0.8333333333333334,0.3313609467455621,0.824390243902439,16,18,6,0,1,0
mazzake01w,10,PHO,433,31,106,40,17,0.2448036951501154,0.0392609699769053,0.092378752886836,0.023094688221709,0.0069284064665127,0.023094688221709,0.3636363636363636,1.0,0.3522727272727273,0.8888888888888888,23,11,1,1,1,0
mccaibr01w,3,CLE,392,31,83,26,41,0.211734693877551,0.1045918367346938,0.0663265306122449,0.0280612244897959,0.0076530612244897,0.086734693877551,0.2906976744186046,0.75,0.3620689655172414,0.6744186046511628,10,22,7,0,0,0
mccaiti01w,1,ORL,214,25,51,11,5,0.2383177570093458,0.0233644859813084,0.0514018691588785,0.014018691588785,0.0046728971962616,0.0420560747663551,0.3061224489795918,0.8888888888888888,0.2272727272727272,0.4489795918367347,16,16,3,1,0,0
mccaiti01w,2,ORL,442,32,97,38,36,0.2194570135746606,0.0814479638009049,0.085972850678733,0.0226244343891402,0.0180995475113122,0.0769230769230769,0.3211009174311927,0.6666666666666666,0.3134328358208955,0.6146788990825688,13,19,5,0,0,0
mccaiti01w,3,ORL,51,16,7,3,2,0.1372549019607843,0.0392156862745098,0.0588235294117647,0.0588235294117647,0.0,0.0588235294117647,0.2,0.75,0.0,0.4,16,16,5,0,0,0
