playerID,year,stint,tmID,lgID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ
abrossv01w,5,0,MIN,WNBA,22,11,462,146,17,57,74,45,30,2,43,42,139,49,46,28,53,20,0,2,2,67,20,3,6,9,3,1,2,3,7,23,8,4,2,8,2,0
anderch01w,5,0,SAC,WNBA,30,0,231,77,14,20,34,5,3,6,25,46,64,25,37,27,0,0,0,2,0,11,2,0,2,2,1,0,0,1,1,2,1,0,0,0,0,0
andrame01w,5,0,CHA,WNBA,12,0,65,9,1,3,4,7,0,1,3,12,7,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baranel01w,5,0,NYL,WNBA,34,33,1048,394,33,213,246,67,37,58,80,88,315,146,53,49,115,53,0,5,5,154,42,7,27,34,10,4,9,12,18,38,15,10,8,13,4,0
barnead01w,5,0,SEA,WNBA,34,2,402,67,33,30,63,31,23,2,24,38,69,21,31,22,6,3,0,6,0,39,7,4,4,8,5,3,1,1,10,11,3,4,1,0,0,0
beardal01w,5,0,WAS,WNBA,34,34,1025,446,28,115,143,91,69,34,80,98,380,159,149,107,56,21,0,3,3,102,50,2,13,15,9,6,8,10,8,41,18,13,13,4,1,0
berthlu01w,5,0,HOU,WNBA,16,0,134,37,12,15,27,4,6,2,9,28,34,12,18,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beviltu01w,5,0,SEA,WNBA,34,0,358,79,6,20,26,29,38,2,26,48,60,24,29,20,26,11,0,8,0,111,22,3,13,16,11,8,1,9,12,17,8,4,3,7,3,0
bibrzag01w,5,0,SAS,WNBA,24,9,465,159,5,23,28,40,21,7,32,38,151,55,26,23,84,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birdsu01w,5,0,SEA,WNBA,34,34,1136,439,22,84,106,184,51,5,87,48,326,151,85,73,146,64,0,8,8,233,68,5,21,26,42,12,0,16,13,61,23,21,16,20,6,0
bjorkte01w,5,0,CHA,WNBA,4,0,13,2,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackde01w,5,0,CON,WNBA,31,4,347,55,13,23,36,47,19,0,15,35,56,26,4,3,1,0,0,8,0,73,9,2,9,11,7,4,0,6,12,14,4,0,0,1,1,0
blueoc01w,5,0,HOU,WNBA,13,3,155,44,12,9,21,5,1,0,7,10,42,16,13,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boltoru01w,5,0,SAC,WNBA,34,4,469,160,17,32,49,31,23,0,15,45,154,57,19,14,79,32,0,6,0,53,9,1,3,4,3,4,0,3,3,18,3,4,3,9,0,0
brownco01w,5,0,IND,WNBA,26,0,398,104,10,24,34,41,7,1,31,31,108,37,16,10,56,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brownki01w,5,0,WAS,WNBA,26,0,371,104,9,41,50,42,13,2,33,21,88,35,24,21,28,13,0,2,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
brungje01w,5,0,CON,WNBA,33,0,314,50,10,27,37,27,4,4,12,21,59,18,5,4,38,10,0,8,0,101,8,5,8,13,5,1,0,2,5,15,3,0,0,10,2,0
brunsre01w,5,0,SAC,WNBA,34,1,494,151,42,80,122,19,23,13,29,48,140,59,46,33,0,0,0,6,0,80,19,8,9,17,3,2,4,3,5,20,7,7,5,0,0,0
burseja01w,5,0,SEA,WNBA,29,0,514,141,51,45,96,19,23,36,41,84,119,51,67,39,0,0,2,8,0,109,27,10,8,18,1,9,10,8,17,27,12,4,3,0,0,0
buttsta01w,5,0,MIN,WNBA,30,0,423,76,21,41,62,25,13,7,23,37,80,24,25,18,37,10,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
campbed01w,5,0,SAC,WNBA,22,22,332,74,3,16,19,16,5,2,15,24,76,29,2,0,39,16,0,6,6,102,26,0,11,11,5,3,0,2,6,25,10,0,0,14,6,0
cantydo01w,5,0,HOU,WNBA,32,12,770,177,40,44,84,64,32,1,45,61,150,63,72,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carteam01w,5,0,DET,WNBA,2,0,13,1,0,4,4,0,2,0,3,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cashsw01w,5,0,DET,WNBA,32,32,1105,526,78,130,208,135,44,29,81,84,384,180,219,158,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
catchta01w,5,0,IND,WNBA,34,33,1149,568,79,170,249,115,67,38,77,90,468,180,178,152,167,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
choneka01w,5,0,WAS,WNBA,13,1,115,28,8,9,17,4,1,4,11,13,27,11,11,6,0,0,0,2,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
chriska01w,5,0,PHO,WNBA,32,1,407,50,27,42,69,23,21,7,26,89,49,19,19,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chrissh01w,5,0,NYL,WNBA,33,4,560,191,19,49,68,23,9,9,32,71,189,67,51,33,82,24,0,5,0,63,28,4,5,9,4,2,3,3,13,21,8,9,6,14,6,0
cokermo01w,5,0,LAS,WNBA,3,0,14,3,1,0,1,3,0,1,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
