playerID,year,stint,tmID,lgID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ
abrossv01w,4,0,MIN,WNBA,30,25,792,318,44,97,141,82,44,11,90,79,285,112,98,69,82,25,0,3,3,69,23,1,4,5,4,4,1,8,8,22,6,8,8,7,3,0
adamsjo01w,4,0,MIN,WNBA,10,0,96,33,10,13,23,4,2,3,10,10,33,13,2,2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amachma01w,4,0,SEA,WNBA,7,0,47,8,4,10,14,0,5,2,9,3,10,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderch01w,4,0,SAC,WNBA,26,0,171,42,7,17,24,5,5,5,17,33,44,19,12,4,0,0,1,5,0,29,7,0,3,3,0,0,2,4,7,5,3,2,1,0,0,0
arcaija01w,4,0,HOU,WNBA,34,34,1136,390,24,112,136,67,41,1,50,64,324,151,94,79,37,9,0,3,3,107,37,6,8,14,3,8,0,7,5,31,12,13,12,5,1,0
azizle01w,4,0,IND,WNBA,7,0,44,10,2,7,9,1,0,4,3,5,14,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azzije01w,4,0,SAS,WNBA,34,34,1136,260,10,81,91,111,27,9,61,98,211,85,65,51,97,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baranel01w,4,0,NYL,WNBA,33,7,850,278,45,136,181,64,36,43,62,69,257,107,35,31,91,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barksla01w,4,0,SAS,WNBA,26,0,168,59,8,25,33,5,1,3,10,21,79,21,2,2,52,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnead01w,4,0,SEA,WNBA,16,16,396,88,26,39,65,23,11,7,18,36,84,32,21,12,31,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berthlu01w,4,0,CLE,WNBA,22,4,201,84,20,22,42,6,10,4,22,38,52,27,46,30,1,0,0,3,0,13,4,2,2,4,1,1,1,2,5,9,2,0,0,0,0,0
beviltu01w,4,0,SEA,WNBA,31,0,252,58,9,17,26,32,14,1,20,30,51,17,21,16,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birdsu01w,4,0,SEA,WNBA,34,34,1136,420,22,91,113,221,48,1,110,47,368,155,69,61,140,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackde01w,4,0,CON,WNBA,34,0,373,55,16,35,51,46,20,2,18,33,68,24,9,6,3,1,0,4,0,29,8,1,1,2,2,2,0,0,2,10,4,0,0,0,0,0
blueoc01w,4,0,HOU,WNBA,16,0,37,4,1,1,2,2,0,0,2,3,4,1,4,2,0,0,0,1,0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0
boltoru01w,4,0,SAC,WNBA,33,0,521,149,15,42,57,35,33,2,21,52,175,55,26,20,98,19,0,6,0,91,15,2,8,10,6,2,0,5,10,28,6,0,0,12,3,0
brondsa01w,4,0,SEA,WNBA,34,34,975,280,19,37,56,69,31,2,37,58,282,117,31,25,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brownco01w,4,0,IND,WNBA,30,2,522,186,11,30,41,31,21,4,36,30,164,61,33,28,100,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
browned01w,4,0,PHO,WNBA,34,6,524,118,29,42,71,62,30,7,47,44,152,41,44,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brownki01w,4,0,WAS,WNBA,27,0,269,60,6,26,32,28,13,1,22,23,72,24,3,2,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brownru01w,4,0,CHA,WNBA,34,5,483,125,34,49,83,16,29,10,35,88,116,53,23,19,2,0,1,2,1,46,7,3,5,8,4,2,0,4,4,7,3,2,1,0,0,0
brumfma01w,4,0,CHA,WNBA,25,0,123,18,1,9,10,14,1,1,6,13,16,6,6,6,3,0,0,2,0,7,3,0,0,0,1,0,0,1,1,2,1,2,1,0,0,0
burgean01w,4,0,WAS,WNBA,34,33,841,131,24,55,79,112,27,1,52,47,134,50,25,15,58,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burraal01w,4,0,SEA,WNBA,27,2,270,89,27,34,61,5,5,5,25,58,75,35,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burseja01w,4,0,MIN,WNBA,29,14,438,206,40,68,108,19,13,28,42,81,155,76,70,54,2,0,2,3,3,42,16,2,7,9,2,4,2,3,3,18,6,6,4,0,0,0
byearla01w,4,0,LAS,WNBA,5,0,72,28,12,9,21,2,0,2,2,12,25,10,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
campbed01w,4,0,SAC,WNBA,34,34,724,267,17,53,70,43,21,5,43,42,244,98,33,25,111,46,0,6,6,148,40,1,3,4,11,1,0,8,11,36,17,2,2,16,4,0
cantydo01w,4,0,HOU,WNBA,32,4,648,172,36,64,100,56,22,1,49,62,145,55,93,62,1,0,0,3,0,48,11,7,4,11,5,1,0,3,7,9,3,8,5,0,0,0
cashsw01w,4,0,DET,WNBA,33,33,1097,548,65,128,193,119,43,23,108,76,430,195,214,146,40,12,0,8,8,289,130,24,27,51,35,4,5,28,21,104,43,52,42,10,2,0
castriz01w,4,0,PHO,WNBA,16,0,178,69,6,6,12,9,6,1,10,11,71,25,18,11,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
catchta01w,4,0,IND,WNBA,34,34,1210,671,82,190,272,114,72,35,102,122,512,221,183,155,191,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chriska01w,4,0,PHO,WNBA,30,16,659,206,61,65,126,16,25,16,39,104,161,78,83,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colemco01w,4,0,CON,WNBA,20,0,141,36,8,14,22,1,8,2,13,18,20,11,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coopecy01w,4,0,HOU,WNBA,4,4,144,64,2,8,10,22,4,1,14,9,38,16,28,25,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crawlsy01w,4,0,SAS,WNBA,33,8,564,115,39,66,105,19,18,19,40,76,130,50,22,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curryed01w,4,0,PHO,WNBA,20,0,205,33,1,10,11,24,9,0,15,25,35,13,3,2,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
