playerID,year,tmID,Team_Weighted_Avg_Per_Minute_Previous_Year,Num_Players_Previous_Year,num_teammates,avg_teammate_total,max_teammate_total,min_teammate_total,std_teammate_total,avg_teammate_per_game,max_teammate_per_game,avg_teammate_per_minute,max_teammate_per_minute,top3_avg_total
wynneda01w,2,SAC,0.32492841234249925,13,12,184.54545454545453,515.8000000000001,17.10000000000001,140.73579607733302,6.309987472158912,16.118750000000002,0.25140526152678816,0.502729044834308,351.0
korstil01w,2,PHO,0.300719414094783,18,17,125.92727272727274,485.4000000000001,-7.600000000000001,137.28743629804316,4.398505560299916,15.168750000000003,0.18302186079480148,0.44532110091743127,298.03333333333336
dossaci01w,2,ORL,0.2691378815162276,12,11,158.45714285714288,372.50000000000006,13.999999999999993,144.62359871792174,5.147369505494505,11.640625000000002,0.19550597584565899,0.3392531876138434,322.00000000000006
clearmi01w,2,PHO,0.300719414094783,18,17,128.05,485.4000000000001,-7.600000000000001,143.81605786559444,4.4021061163299064,15.168750000000003,0.1807543022770321,0.44532110091743127,298.03333333333336
whitmta01w,2,NYL,0.23829044627513463,15,14,191.21250000000003,295.00000000000006,100.40000000000003,73.27290490863592,6.34751467050413,9.516129032258066,0.2246748396931822,0.30163599182004097,269.83333333333337
dixonta01w,2,LAS,0.3160263964565877,11,10,218.675,423.4,10.599999999999994,126.11009822769942,6.935980902777778,13.23125,0.26598767316663113,0.4118677042801556,346.5333333333333
luzhe01w,2,WAS,0.2777433315849249,14,13,172.4375,375.9,14.600000000000001,141.6897750148189,5.458573488086177,11.746875,0.21143625610799946,0.33236074270557026,322.7333333333333
jacksla01w,2,SEA,0.15213228344172225,13,12,71.96363636363635,143.7,-1.6,40.33649988708112,2.407788204082033,4.490625,0.11303281379107713,0.197984496124031,122.26666666666665
jonesme01w,2,CLE,0.24252890748123246,15,14,100.25833333333333,266.59999999999997,6.299999999999997,82.60973972372885,3.741035714285714,8.331249999999999,0.21661287565699094,0.34999999999999987,220.9666666666667
hicksje01w,2,ORL,0.2691378815162276,12,11,176.87142857142862,372.50000000000006,17.000000000000004,132.7793305158785,5.708392857142859,11.640625000000002,0.20766259272574955,0.3392531876138434,322.00000000000006
edwarto01w,2,CHA,0.25626444944260485,12,11,142.53750000000002,406.3,52.0,111.0967476740431,5.103297037217279,12.696875,0.22487117740032142,0.3617987533392698,254.10000000000002
edwarto01w,2,PHO,0.300719414094783,18,17,120.15000000000002,485.4000000000001,-7.600000000000001,142.70766797898423,4.2642936163299066,15.168750000000003,0.18148603391531834,0.44532110091743127,298.03333333333336
willina01w,2,UTA,0.30845811690980796,12,11,144.9875,333.5,55.30000000000001,93.29172575180502,5.413881928995179,11.5,0.2143758775053315,0.3589881593110872,252.1333333333333
stedika01w,2,SEA,0.15213228344172225,13,12,73.66,143.7,-1.6,41.92949319989451,2.458911852076443,4.490625,0.10653674241937579,0.197984496124031,122.26666666666665
nygaava01w,2,POR,0.2299639865630816,13,12,148.7625,296.3,32.69999999999999,79.34078297918416,5.155600250180718,9.259375,0.2226970833583133,0.30636942675159234,236.66666666666663
powelel01w,2,ORL,0.2691378815162276,12,11,170.34285714285716,372.50000000000006,13.999999999999993,139.3413368791376,5.358887362637363,11.640625000000002,0.19582343058463622,0.3392531876138434,322.00000000000006
blodgci01w,2,SAC,0.32492841234249925,13,12,200.85,515.8000000000001,17.10000000000001,137.34263904556371,6.833486219374803,16.118750000000002,0.2603803741456324,0.502729044834308,351.0
pridely01w,2,MIN,0.305028432039828,12,11,148.9,427.20000000000005,13.8,166.86941001873294,4.749880952380953,13.350000000000001,0.19037890441604174,0.3580888516345348,278.43333333333334
martima01w,2,MIN,0.305028432039828,12,11,146.91666666666666,427.20000000000005,13.8,167.80052062559946,4.661755952380953,13.350000000000001,0.1857285474630532,0.3580888516345348,274.46666666666664
boltoru01w,2,SAC,0.32492841234249925,13,12,180.82,515.8000000000001,17.10000000000001,147.08688452747919,6.176158633167907,16.118750000000002,0.25099279228776195,0.502729044834308,351.0
randase01w,2,SEA,0.15213228344172225,13,12,71.96363636363635,143.7,-1.6,40.33649988708112,2.407788204082033,4.490625,0.11303281379107713,0.197984496124031,122.26666666666665
clinest01w,2,SAC,0.32492841234249925,13,12,197.09,515.8000000000001,17.10000000000001,141.61990997031455,6.7136785270671115,16.118750000000002,0.25580894557420386,0.502729044834308,351.0
wolteka01w,2,SAC,0.32492841234249925,13,12,176.74,515.8000000000001,17.10000000000001,145.31704786431632,6.093889445181256,16.118750000000002,0.24343103358110635,0.502729044834308,349.86666666666673
griffyo01w,2,SAC,0.32492841234249925,13,12,151.42,274.6,17.10000000000001,98.57468031903527,5.329111219374804,8.639999999999999,0.2262728831960362,0.3311475409836065,265.4666666666667
amachma01w,2,NYL,0.23829044627513463,15,14,184.1555555555556,295.00000000000006,100.40000000000003,71.90810665334708,6.085638040448116,9.516129032258066,0.22030442128508632,0.30163599182004097,269.83333333333337
hendene01w,2,HOU,0.27983107729305845,11,10,124.61428571428574,403.1000000000001,12.299999999999997,128.27537820276044,4.32505384868074,12.596875000000002,0.2218999934516426,0.37083716651333953,241.30000000000004
santoal01w,2,SEA,0.15213228344172225,13,12,79.32000000000001,143.7,37.40000000000002,34.5609548479205,2.701900357823569,4.490625,0.1388815497156394,0.197984496124031,122.26666666666665
harrili01w,2,PHO,0.300719414094783,18,17,120.07000000000001,485.4000000000001,-7.600000000000001,142.67179153567818,4.243194826007327,15.168750000000003,0.17672404687428162,0.44532110091743127,297.7666666666667
frettla01w,2,SAC,0.32492841234249925,13,12,201.29000000000002,515.8000000000001,21.5,136.7590688034984,6.872586219374805,16.118750000000002,0.26740140265272905,0.502729044834308,351.0
andrame01w,2,CLE,0.24252890748123246,15,14,102.52499999999999,266.59999999999997,6.299999999999997,85.5405179335111,3.8118690476190475,8.331249999999999,0.21573128426380941,0.34999999999999987,230.03333333333333
streiju01w,2,IND,0.2356862535521585,13,12,143.91111111111113,282.90000000000003,20.400000000000006,84.48519192332458,4.661599679056575,8.840625000000001,0.2039847348203486,0.27899408284023675,245.86666666666667
shakiel01w,2,HOU,0.27983107729305845,11,10,136.73333333333335,403.1000000000001,12.299999999999997,134.7920703239706,4.428039013937055,12.596875000000002,0.20121665902691635,0.37083716651333953,241.30000000000004
timmsmi01w,2,PHO,0.300719414094783,18,17,136.4,485.4000000000001,-7.600000000000001,139.73605833856917,4.573356116329908,15.168750000000003,0.1892785923288271,0.44532110091743127,298.03333333333336
badertr01w,2,CLE,0.24252890748123246,15,14,116.24166666666667,266.59999999999997,6.299999999999997,86.30942839896204,4.217254464285715,8.331249999999999,0.2230515420297684,0.34999999999999987,230.03333333333333
enissh01w,2,CHA,0.25626444944260485,12,11,154.425,406.3,52.0,109.76935763226459,4.897958495550611,12.696875,0.21538076790243105,0.3617987533392698,269.36666666666673
burgean01w,2,WAS,0.2777433315849249,14,13,172.4375,375.9,14.600000000000001,141.6897750148189,5.458573488086177,11.746875,0.21143625610799946,0.33236074270557026,322.7333333333333
walsema01w,2,SAC,0.32492841234249925,13,12,184.54545454545453,515.8000000000001,17.10000000000001,140.73579607733302,6.309987472158912,16.118750000000002,0.25140526152678816,0.502729044834308,351.0
johnspo01w,2,CLE,0.24252890748123246,15,14,118.27500000000002,266.59999999999997,6.299999999999997,83.97964163017924,4.271504464285715,8.331249999999999,0.2253121687208743,0.34999999999999987,230.03333333333333
barnead01w,2,CLE,0.24252890748123246,15,14,118.375,266.59999999999997,7.499999999999998,83.84685568543006,4.218587797619048,8.331249999999999,0.2071104143349094,0.2949115044247787,230.03333333333333
jacksta02w,2,POR,0.2299639865630816,13,12,158.6375,296.3,32.69999999999999,74.89749557728884,5.1901820516513055,9.259375,0.2089803547139586,0.30636942675159234,236.66666666666663
goodsad01w,2,UTA,0.30845811690980796,12,11,159.425,449.0,55.30000000000001,124.92291373082841,5.911726756581387,15.482758620689655,0.22352064440569008,0.43214629451395575,290.63333333333327
kingija01w,2,DET,0.2538947671566912,12,11,168.0285714285714,267.70000000000005,23.299999999999997,83.7324602406927,5.542874149659864,8.365625000000001,0.23015971795025986,0.2929804372842348,246.4333333333333
hallvi01w,2,CLE,0.24252890748123246,15,14,111.75,266.59999999999997,6.299999999999997,89.13310739188516,4.100150297619048,8.331249999999999,0.22388539989239062,0.34999999999999987,230.03333333333333
hallvi01w,2,IND,0.2356862535521585,13,12,144.34444444444446,282.90000000000003,20.400000000000006,84.19552787161707,4.732818814859045,8.840625000000001,0.21096878264961078,0.27899408284023675,245.86666666666667
smithch03w,2,SEA,0.15213228344172225,13,12,75.35,143.7,-1.6,40.78718548760136,2.5295045244902363,4.490625,0.11695237423995228,0.197984496124031,122.26666666666665
stafftr01w,2,HOU,0.27983107729305845,11,10,124.61428571428574,403.1000000000001,12.299999999999997,128.27537820276044,4.32505384868074,12.596875000000002,0.2218999934516426,0.37083716651333953,241.30000000000004
williad01w,2,PHO,0.300719414094783,18,17,134.01000000000002,485.4000000000001,-7.600000000000001,141.47080582226147,4.677284687758479,15.168750000000003,0.18847504402527876,0.44532110091743127,298.03333333333336
brownru01w,2,CLE,0.24252890748123246,15,14,102.25,266.59999999999997,6.299999999999997,85.23209978249588,3.768587797619048,8.331249999999999,0.21175572606784998,0.34999999999999987,228.93333333333337
coopeca01w,2,NYL,0.23829044627513463,15,14,184.1555555555556,295.00000000000006,100.40000000000003,71.90810665334708,6.085638040448116,9.516129032258066,0.22030442128508632,0.30163599182004097,269.83333333333337
lovelst01w,2,SEA,0.15213228344172225,13,12,75.42,143.7,-1.6,40.72254412484563,2.485958328838062,4.490625,0.11279288529364162,0.197984496124031,122.26666666666665
stiresh01w,2,MIN,0.305028432039828,12,11,157.16666666666666,427.20000000000005,21.099999999999994,161.1007000467582,4.970565476190477,13.350000000000001,0.19359235762949492,0.3580888516345348,278.43333333333334
johnsti01w,2,HOU,0.27983107729305845,11,10,125.60000000000002,403.1000000000001,12.299999999999997,138.528697387942,4.407724113783445,12.596875000000002,0.2300866250628213,0.37083716651333953,219.0333333333334
mapprh01w,2,LAS,0.3160263964565877,11,10,215.7375,423.4,10.599999999999994,125.16214421201803,6.804999719982079,13.23125,0.2614970626700961,0.4118677042801556,346.5333333333333
thomast01w,2,POR,0.2299639865630816,13,12,150.1875,296.3,32.69999999999999,79.40047917833998,5.200131500180717,9.259375,0.22489296684566537,0.30636942675159234,236.66666666666663
phillta01w,2,NYL,0.23829044627513463,15,14,170.3,267.1,100.40000000000003,63.94790848808115,5.656826666471872,8.616129032258065,0.21013797496821698,0.2779640718562875,248.8666666666667
penicti01w,2,SAC,0.32492841234249925,13,12,177.08,515.8000000000001,17.10000000000001,145.5134275591088,6.076986219374804,16.118750000000002,0.2488534799871593,0.502729044834308,351.0
milleke01w,2,CHA,0.25626444944260485,12,11,147.11111111111111,406.3,52.0,105.53882323522724,5.174111255304247,12.696875,0.2219277276435782,0.3617987533392698,269.36666666666673
burraal01w,2,POR,0.2299639865630816,13,12,156.54999999999998,296.3,32.69999999999999,76.81676249361203,5.20212182756167,9.259375,0.20790327749360507,0.2977528089887641,236.66666666666663
vodicka01w,2,SEA,0.15213228344172225,13,12,69.64,143.7,-1.6,41.597408573131084,2.2346539810119754,4.490625,0.10486779251169813,0.197984496124031,122.26666666666665
salesny01w,2,ORL,0.2691378815162276,12,11,138.71428571428575,372.50000000000006,13.999999999999993,135.69092430511157,4.53040521978022,11.640625000000002,0.1800425086840671,0.3392531876138434,275.9333333333334
beviltu01w,2,POR,0.2299639865630816,13,12,152.99999999999997,296.3,32.69999999999999,78.84083649987487,5.288022125180717,9.259375,0.22663287292298126,0.30636942675159234,236.66666666666663
lazicka01w,2,NYL,0.23829044627513463,15,14,184.1555555555556,295.00000000000006,100.40000000000003,71.90810665334708,6.085638040448116,9.516129032258066,0.22030442128508632,0.30163599182004097,269.83333333333337
thompal01w,2,IND,0.2356862535521585,13,12,130.11111111111111,282.90000000000003,20.400000000000006,82.03398272050221,4.264068814859045,8.840625000000001,0.19748260662010722,0.27899408284023675,230.0
iveyni01w,2,IND,0.2356862535521585,13,12,138.49,282.90000000000003,20.400000000000006,81.78305998188134,4.527661933373141,8.840625000000001,0.20474192171567224,0.27899408284023675,245.86666666666667
daleygr01w,2,NYL,0.23829044627513463,15,14,194.625,295.00000000000006,103.19999999999999,69.50280120254149,6.428009462170797,9.516129032258066,0.22609204067015887,0.30163599182004097,269.83333333333337
moweje01w,2,POR,0.2299639865630816,13,12,149.84444444444443,296.3,32.69999999999999,74.8657778384625,5.133103000160638,9.259375,0.21884396074449258,0.30636942675159234,236.66666666666663
youngca01w,2,POR,0.2299639865630816,13,12,149.84444444444443,296.3,32.69999999999999,74.8657778384625,5.133103000160638,9.259375,0.21884396074449258,0.30636942675159234,236.66666666666663
dydekma01w,2,UTA,0.30845811690980796,12,11,173.6375,449.0,55.30000000000001,136.8789970877563,6.490633006581387,15.482758620689655,0.23294255141635017,0.43214629451395575,328.5333333333333
wolvean01w,2,CLE,0.24252890748123246,15,14,109.75384615384617,266.59999999999997,6.299999999999997,85.91504404293471,3.991004120879121,8.331249999999999,0.21810192092453176,0.34999999999999987,230.03333333333333
johnsvi01w,2,NYL,0.23829044627513463,15,14,173.78750000000002,295.00000000000006,100.40000000000003,69.6394542895764,5.769326666471871,9.516129032258066,0.2152056215508052,0.30163599182004097,258.16666666666674
walkede01w,2,POR,0.2299639865630816,13,12,164.4875,296.3,79.50000000000001,66.14925240507257,5.638490875180717,9.259375,0.23305636902083388,0.30636942675159234,236.66666666666663
vangomi01w,2,MIN,0.305028432039828,12,11,155.95,427.20000000000005,13.8,162.14787232646626,4.954494047619048,13.350000000000001,0.1955787854953198,0.3580888516345348,278.43333333333334
starbka01w,2,UTA,0.30845811690980796,12,11,192.65,449.0,55.30000000000001,131.29323097555334,7.057416411753801,15.482758620689655,0.24350445843722301,0.43214629451395575,334.09999999999997
henniso01w,2,SEA,0.15213228344172225,13,12,64.79,127.69999999999999,-1.6,34.98092194325357,2.1995045244902363,4.403448275862068,0.10967282986406239,0.197984496124031,106.09999999999998
pagemu01w,2,WAS,0.2777433315849249,14,13,157.78571428571422,375.9,14.600000000000001,145.6934887119573,5.010691129241345,11.746875,0.20408339130179454,0.33236074270557026,322.7333333333333
folklkr01w,2,POR,0.2299639865630816,13,12,144.04999999999998,296.3,32.69999999999999,77.48106220232143,5.0083346251807175,9.259375,0.2171757871985009,0.30636942675159234,224.1
torrele01w,2,MIA,0.18960360657909547,12,11,128.5,214.29999999999995,57.000000000000014,51.43301468901078,4.012729667388368,6.91290322580645,0.17379375419779594,0.23705752212389375,185.06666666666663
lassiam01w,2,HOU,0.27983107729305845,11,10,124.61428571428574,403.1000000000001,12.299999999999997,128.27537820276044,4.32505384868074,12.596875000000002,0.2218999934516426,0.37083716651333953,241.30000000000004
brumfma01w,2,MIA,0.18960360657909547,12,11,135.64285714285714,214.29999999999995,57.000000000000014,51.1380444662947,4.235530334158135,6.91290322580645,0.18032732943043375,0.23705752212389375,185.06666666666663
samsh01w,2,MIA,0.18960360657909547,12,11,116.24285714285715,196.60000000000002,57.000000000000014,42.67742317642422,3.598419159042927,6.143750000000001,0.16475607306549625,0.22623705408515538,155.29999999999998
luckepa01w,2,PHO,0.300719414094783,18,17,125.92727272727274,485.4000000000001,-7.600000000000001,137.28743629804316,4.398505560299916,15.168750000000003,0.18302186079480148,0.44532110091743127,298.03333333333336
erbsu01w,2,CHA,0.25626444944260485,12,11,159.0,406.3,67.39999999999999,106.10672693095383,5.596737231182796,12.696875,0.22603232996266187,0.3617987533392698,269.36666666666673
ndiayas01w,2,DET,0.2538947671566912,12,11,159.86666666666667,267.70000000000005,23.299999999999997,87.82555942827173,5.336478174603175,8.365625000000001,0.22685300427530317,0.2929804372842348,240.36666666666667
washico01w,2,HOU,0.27983107729305845,11,10,139.35000000000002,403.1000000000001,12.299999999999997,132.95492657288037,4.804562823460864,12.596875000000002,0.2333183539421706,0.37083716651333953,241.30000000000004
reidtr01w,2,MIA,0.18960360657909547,12,11,129.0,214.29999999999995,57.000000000000014,54.966015474498924,3.9702132159315333,6.91290322580645,0.1698195900509373,0.23705752212389375,185.06666666666663
sauerpa01w,2,CLE,0.24252890748123246,15,14,117.75000000000001,266.59999999999997,6.299999999999997,84.64815906641641,4.227754464285715,8.331249999999999,0.21885283857733365,0.34999999999999987,230.03333333333333
edwarsi01w,2,SEA,0.15213228344172225,13,12,66.39000000000001,143.7,-1.6,38.052817241302904,2.208222196904029,4.490625,0.10453764555778175,0.19468302658486705,111.43333333333332
azzije01w,2,UTA,0.30845811690980796,12,11,183.8875,449.0,55.30000000000001,136.88180519612533,6.200893423248053,15.482758620689655,0.2375802108312039,0.43214629451395575,334.09999999999997
mccaiti01w,2,ORL,0.2691378815162276,12,11,176.4428571428572,372.50000000000006,13.999999999999993,133.29848200982056,5.688173076923077,11.640625000000002,0.20905298160944158,0.3392531876138434,322.00000000000006
whittje01w,2,WAS,0.2777433315849249,14,13,172.4375,375.9,14.600000000000001,141.6897750148189,5.458573488086177,11.746875,0.21143625610799946,0.33236074270557026,322.7333333333333
nolande01w,2,DET,0.2538947671566912,12,11,168.0285714285714,267.70000000000005,23.299999999999997,83.7324602406927,5.542874149659864,8.365625000000001,0.23015971795025986,0.2929804372842348,246.4333333333333
miltode01w,2,LAS,0.3160263964565877,11,10,212.175,423.4,10.599999999999994,123.15957890070912,6.763853886648746,13.23125,0.2629574173206508,0.4118677042801556,337.0333333333333
alhalta01w,2,ORL,0.2691378815162276,12,11,156.51250000000002,372.50000000000006,13.999999999999993,135.38079108112052,5.062151442307693,11.640625000000002,0.19285126545031747,0.3392531876138434,322.00000000000006
saundja01w,2,PHO,0.300719414094783,18,17,125.92727272727274,485.4000000000001,-7.600000000000001,137.28743629804316,4.398505560299916,15.168750000000003,0.18302186079480148,0.44532110091743127,298.03333333333336
moisead01w,2,PHO,0.300719414094783,18,17,125.92727272727274,485.4000000000001,-7.600000000000001,137.28743629804316,4.398505560299916,15.168750000000003,0.18302186079480148,0.44532110091743127,298.03333333333336
hollake01w,2,SAC,0.32492841234249925,13,12,182.25,515.8000000000001,17.10000000000001,147.40848177767793,6.292548719374804,16.118750000000002,0.25432951358953126,0.502729044834308,351.0
scottol01w,2,IND,0.2356862535521585,13,12,149.15555555555557,282.90000000000003,20.400000000000006,79.33530965481064,4.862084687874918,8.840625000000001,0.2146936739328005,0.27899408284023675,245.86666666666667
reddja01w,2,SEA,0.15213228344172225,13,12,72.80999999999999,143.7,-1.6,42.212046858687145,2.4043362552594667,4.490625,0.10792782643633472,0.197984496124031,122.26666666666665
malcona01w,2,IND,0.2356862535521585,13,12,138.49,282.90000000000003,20.400000000000006,81.78305998188134,4.527661933373141,8.840625000000001,0.20474192171567224,0.27899408284023675,245.86666666666667
stinsan01w,2,CHA,0.25626444944260485,12,11,114.7125,218.10000000000002,52.0,55.53123980022417,4.233765787217278,7.3833333333333355,0.20444384943161678,0.2940298507462686,179.9
colleka01w,2,MIA,0.18960360657909547,12,11,133.41428571428568,214.29999999999995,57.000000000000014,53.19831975250529,4.165887477015278,6.91290322580645,0.18322297157869527,0.23705752212389375,185.06666666666663
bristre01w,2,CHA,0.25626444944260485,12,11,147.11111111111111,406.3,52.0,105.53882323522724,5.174111255304247,12.696875,0.2219277276435782,0.3617987533392698,269.36666666666673
nagyan01w,2,NYL,0.23829044627513463,15,14,194.27500000000003,295.00000000000006,100.40000000000003,69.96780956268391,6.285473230286739,9.516129032258066,0.22925457769211982,0.30163599182004097,269.83333333333337
williwe01w,2,LAS,0.3160263964565877,11,10,221.7111111111111,423.4,10.599999999999994,119.20745171007505,7.0470367881322185,13.23125,0.26742366110654436,0.4118677042801556,346.5333333333333
herriam01w,2,UTA,0.30845811690980796,12,11,194.2,449.0,61.300000000000026,129.72642367690554,7.072726756581387,15.482758620689655,0.24812290332250853,0.43214629451395575,334.09999999999997
levanni01w,2,LAS,0.3160263964565877,11,10,221.7111111111111,423.4,10.599999999999994,119.20745171007505,7.0470367881322185,13.23125,0.26742366110654436,0.4118677042801556,346.5333333333333
gilloje01w,2,PHO,0.300719414094783,18,17,116.1,485.4000000000001,-7.600000000000001,140.25083243959733,4.091022782996573,15.168750000000003,0.1741811897314245,0.44532110091743127,284.53333333333336
browned01w,2,DET,0.2538947671566912,12,11,177.85,267.70000000000005,23.299999999999997,86.62806993117186,5.898457341269842,8.365625000000001,0.2391443343776187,0.2929804372842348,246.4333333333333
mcwilta01w,2,ORL,0.2691378815162276,12,11,125.65714285714287,312.40000000000003,13.999999999999993,115.45481314155344,4.122369505494506,9.762500000000001,0.17193670514124237,0.2825125628140704,245.4666666666667
lennobe01w,2,MIN,0.305028432039828,12,11,104.0,427.20000000000005,13.8,146.32576669882857,3.346755952380953,13.350000000000001,0.15688191360197776,0.3580888516345348,188.63333333333333
fordki01w,2,MIA,0.18960360657909547,12,11,138.71428571428572,214.29999999999995,78.50000000000003,46.782580047688334,4.295160436198951,6.91290322580645,0.17941658161688806,0.23705752212389375,185.06666666666663
bauerca01w,2,WAS,0.2777433315849249,14,13,193.65714285714282,375.9,14.600000000000001,139.07481909433656,6.1206357105221345,11.746875,0.23306282822967353,0.33236074270557026,322.7333333333333
smithch02w,2,CHA,0.25626444944260485,12,11,154.1625,406.3,52.0,109.92383655854631,5.442958495550612,12.696875,0.23246459648218182,0.3617987533392698,269.36666666666673
lobore01w,2,NYL,0.23829044627513463,15,14,184.1555555555556,295.00000000000006,100.40000000000003,71.90810665334708,6.085638040448116,9.516129032258066,0.22030442128508632,0.30163599182004097,269.83333333333337
boydca01w,2,DET,0.2538947671566912,12,11,168.0285714285714,267.70000000000005,23.299999999999997,83.7324602406927,5.542874149659864,8.365625000000001,0.23015971795025986,0.2929804372842348,246.4333333333333
grginve01w,2,LAS,0.3160263964565877,11,10,248.10000000000002,423.4,88.80000000000001,98.58680185501505,7.854305275537635,13.23125,0.2936111815863925,0.4118677042801556,346.5333333333333
grubigo01w,2,IND,0.2356862535521585,13,12,139.3,282.90000000000003,20.400000000000006,86.1688523256003,4.528053489188547,8.840625000000001,0.2072441105482778,0.27899408284023675,245.86666666666667
crawlsy01w,2,POR,0.2299639865630816,13,12,141.3875,296.3,32.69999999999999,75.24504032658896,4.897724746148459,9.259375,0.21696558486981218,0.30636942675159234,217.0
